filenumber,title,authors,keyword1,keyword2,keyword3,keyword4,keyword5,X,Y,cluster,cluster top keyword 1,cluster top keyword 2,cluster top keyword 3,cluster top keyword 4,cluster top keyword 5
747,A visual analytics system for radio frequency fingerprinting-based localization,"Yi Han;Stuntebeck, E.P.;Stasko, J.;Abowd, G.",10,1,2,3,4,22.990262,59.850493,10,system,interact,user,inform,explor
748,Geovisual analytics for self-organizing network data,"Ho Van Quan;Astrom, T.;Jern, M.",4,2,10,7,9,-62.939426,16.048181,4,graph,network,node,layout,edg
749,A framework for uncertainty-aware visual analytics,"Correa, C.;Yu-Hsuan Chan;Kwan-Liu Ma",2,9,5,6,8,-8.009541,26.613233,2,design,tool,analyt,user,inform
750,Combining automated analysis and visualization techniques for effective exploration of high-dimensional data,"Tatu, A.;Albuquerque, G.;Eisemann, M.;Schneidewind, J.;Theisel, H.;Magnor, M.;Keim, D.A.",5,6,8,1,2,-37.241101,43.442626,5,interact,user,explor,method,view
751,Two-stage framework for visualization of clustered high dimensional data,"Jaegul Choo;Bohn, S.;Haesun Park",5,7,8,1,2,-44.874347,41.463567,5,interact,user,explor,method,view
752,Model space visualization for multivariate linear trend discovery,"Zhenyu Guo;Ward, M.O.;Rundensteiner, E.A.",9,5,6,1,2,37.286385,6.614345,9,model,simul,interact,base,view
753,LSAView: A tool for visual exploration of latent semantic modeling,"Crossno, P.;Dunlavy, D.M.;Shead, T.M.",9,5,4,1,2,38.494841,3.925015,9,model,simul,interact,base,view
754,Parallel Tag Clouds to explore and analyze faceted text corpora,"Collins, C.;Viegas, F.B.;Wattenberg, M.",5,6,9,1,2,-28.14687,31.797486,5,interact,user,explor,method,view
755,Describing story evolution from dynamic information streams,"Rose, S.;Butner, S.;Cowley, W.;Gregory, M.;Walker, J.",3,10,1,2,4,13.581581,-8.28528,3,inform,displai,map,space,color
756,"What's being said near ""Martha""? Exploring name entities in literary text collections","Vuillemot, R.;Clement, T.;Plaisant, C.;Kumar, A.",5,4,2,10,6,-25.371516,39.200194,5,interact,user,explor,method,view
757,VAST contest dataset use in education,"Whiting, M.A.;North, C.;Endert, A.;Scholtz, J.;Haack, J.;Varley, C.;Thomas, J.",2,6,9,1,3,-5.222106,28.116769,2,design,tool,analyt,user,inform
758,Connecting the dots in visual analysis,"Shrinivasan, Y.B.;Gotz, D.;Jie Lu",5,10,7,2,4,-23.949305,43.499356,5,interact,user,explor,method,view
759,Capturing and supporting the analysis process,"Kadivar, N.;Chen, V.;Dunsmuir, D.;Lee, E.;Qian, C.;Dill, J.;Shaw, C.;Woodbury, R.",10,2,9,5,4,3.044676,45.006754,10,system,interact,user,inform,explor
760,Evaluating visual analytics systems for investigative analysis: Deriving design principles from a case study,"Youn-ah Kang;Gorg, C.;Stasko, J.",10,2,1,3,4,24.241096,62.539181,10,system,interact,user,inform,explor
761,A multi-level middle-out cross-zooming approach for large graph analytics,"Pak Chung Wong;Mackey, P.;Cook, K.A.;Rohrer, R.M.;Foote, H.;Whiting, M.A.",9,4,10,2,1,40.873457,7.059631,9,model,simul,interact,base,view
762,Visual analysis of graphs with multiple connected components,"von Landesberger, T.;Gorner, M.;Schreck, T.",4,10,6,1,2,-63.075869,-3.87489,4,graph,network,node,layout,edg
763,MassVis: Visual analysis of protein complexes using mass spectrometry,"Kincaid, R.;Dejgaard, K.",5,2,1,6,10,-28.148911,52.920282,5,interact,user,explor,method,view
764,Using projection and 2D plots to visually reveal genetic mechanisms of complex human disorders,"Nouanesengsy, B.;Sang-Cheol Seok;Han-Wei Shen;Vieland, V.J.",5,3,7,8,1,-42.36975,43.714017,5,interact,user,explor,method,view
765,SpRay: A visual analytics approach for gene expression data,"Dietzsch, J.;Heinrich, J.;Nieselt, K.;Bartz, D.",5,2,9,1,3,-30.077977,40.007271,5,interact,user,explor,method,view
766,Visual opinion analysis of customer feedback data,"Oelke, D.;Ming Hao;Rohrdantz, C.;Keim, D.A.;Dayal, U.;Haug, L.;Janetzko, H.",6,5,8,7,1,-18.982176,5.381215,6,set,techniqu,larg,present,task
767,finVis: Applied visual analytics for personal financial planning,"Rudolph, S.;Savikhin, A.;Ebert, D.S.",5,2,10,9,3,-20.43754,45.698415,5,interact,user,explor,method,view
768,Iterative integration of visual insights during patent search and analysis,"Koch, S.;Bosch, H.;Giereth, M.;Ertl, T.",10,6,3,5,1,6.755334,65.569029,10,system,interact,user,inform,explor
769,Analysis of community-contributed space- and time-referenced data (example of flickr and panoramio photos),"Andrienko, G.;Andrienko, N.;Bak, P.;Kisilevich, S.;Keim, D.A.",5,3,7,4,8,-34.369861,34.18299,5,interact,user,explor,method,view
770,Interactive poster: A proposal for sharing user requirements for visual analytic tools,"Scholtz, J.",2,10,5,3,1,2.53233,28.333668,2,design,tool,analyt,user,inform
771,Working memory load as a novel tool for evaluating visual analytics,"Dornburg, C.C.;Matzen, L.E.;Bauer, T.L.;McNamara, L.A.",2,10,5,1,3,2.445229,28.223026,2,design,tool,analyt,user,inform
772,Comparing two interface tools in performing visual analytics tasks,"Dong Hyun Jeong;Green, T.M.;Ribarsky, W.;Chang, R.",10,2,1,3,4,-1.675824,50.677239,10,system,interact,user,inform,explor
773,A scalable architecture for visual data exploration,"Decker, J.;Godwin, A.;Livingston, M.A.;Royle, D.",5,10,3,6,9,-25.052311,54.067938,5,interact,user,explor,method,view
774,Interactive visual analysis of location reporting patterns,"Overby, D.;Keyser, J.;Wall, J.",5,6,10,2,1,-29.39396,28.441419,5,interact,user,explor,method,view
775,Reordered tilebars for visual text exploration,"VinhTuan Thai;Handschuh, S.",5,3,6,10,1,-20.457511,41.257827,5,interact,user,explor,method,view
776,Visual knowledge exploration and discovery from different points of view,"Dadzie, A.-S.;Petrelli, D.",5,4,2,9,10,-29.682868,41.861251,5,interact,user,explor,method,view
777,Poster: Visual prediction of time series,"Hao, M.C.;Janetzko, H.;Sharma, R.K.;Dayal, U.;Keim, D.A.;Castellanos, M.",6,9,7,8,5,-25.92347,2.052684,6,set,techniqu,larg,present,task
778,ProcessLine: Visualizing time-series data in process industry,Xiongfei Luo;Hongan Wang;Feng Tian;Wei Liu;Dongxing Teng;Guozhong Dai,2,10,5,9,6,-6.238379,18.805859,2,design,tool,analyt,user,inform
779,Articulate: a conversational interface for visual analytics,"Yiwen Sun;Leigh, J.;Johnson, A.;Chau, D.",10,2,5,9,1,5.462995,58.970527,10,system,interact,user,inform,explor
780,BEADS: High dimensional data cluster visualization,"Vadapalli, S.;Karlapalem, K.",5,7,1,2,3,-48.391017,38.440061,5,interact,user,explor,method,view
781,Interactive poster: Interactive multiobjective optimization - a new application area for visual analytics,"Tarkkanen, S.;Miettinen, K.;Hakanen, J.",10,9,8,2,5,2.665502,47.406844,10,system,interact,user,inform,explor
782,Poster: Icexplorer: Studying Great Lakes Ice cover,"Bridgeman, S.",10,6,2,5,1,12.316815,40.631756,10,system,interact,user,inform,explor
783,Combining iterative analytical reasoning and software development using the visualization language Processing,"Muller-Birn, C.;Birn, L.",2,9,10,4,1,-4.856513,25.261182,2,design,tool,analyt,user,inform
784,Detecting and analyzing relationships among anomalies,"Allen, D.;Tsai-Ching Lu;Huber, D.",2,4,6,9,1,-8.752693,19.155499,2,design,tool,analyt,user,inform
785,EAKOS: VAST 2009,"Leonard, L.",4,6,2,9,1,-57.047265,10.137123,4,graph,network,node,layout,edg
786,Innovative filtering techniques and customized analytics tools,"Bosch, H.;Heinrich, J.;Muller, C.;Hoferlin, B.;Reina, G.;Hoferlin, M.;Worner, M.;Koch, S.",2,6,9,10,4,-6.707721,22.405362,2,design,tool,analyt,user,inform
787,Integrative visual analytics for suspicious behavior detection,"Bak, P.;Rohrdantz, C.;Leifert, S.;Granacher, C.;Koch, S.;Butscher, S.;Jungk, P.;Keim, D.A.",4,2,10,9,1,-57.488312,11.480501,4,graph,network,node,layout,edg
788,Merging visual analysis with automated reasoning: Using Prajna to solve the traffic challenge,"Swing, E.",2,6,10,9,1,-7.626078,11.919872,2,design,tool,analyt,user,inform
789,Multiple step social structure analysis with Cytoscape,"Hao Zhou;Shaverdian, A.A.;Jagadish, H.V.;Michailidis, G.",4,10,2,9,1,-55.918875,9.715466,4,graph,network,node,layout,edg
790,Palantir: A visualization platform for real-world analysis,"Wright, B.;Payne, J.;Steckman, M.;Stevson, S.",2,9,10,1,3,-5.484408,24.074784,2,design,tool,analyt,user,inform
791,"Professional analysts using a large, high-resolution display","Endert, A.;Andrews, C.;Fink, G.A.;North, C.",3,5,1,9,6,-3.171313,-12.023162,3,inform,displai,map,space,color
792,Solving the traffic and flitter challenges with tulip,"Simonetto, P.;Koenig, P.-Y.;Zaidi, F.;Archambault, D.;Gilbert, F.;Trung-Tien Phan-Quang;Mathiaut, M.;Lambert, A.;DuBois, J.;Sicre, R.;Brulin, M.;Vieux, R.;Melancon, G.",4,10,1,2,3,-61.584729,12.184544,4,graph,network,node,layout,edg
793,Timeline analysis of undercover activities VAST 2009 traffic mini challenge award: Good analytical technique,"Jaegul Choo;Fujimoto, E.;Hanseung Lee;Walteros, P.R.",5,2,10,4,6,-29.497561,34.895453,5,interact,user,explor,method,view
794,VAST 2009 challenge: An insider threat,"Grinstein, G.;Scholtz, J.;Whiting, M.;Plaisant, C.",4,2,10,9,5,-57.260277,12.297416,4,graph,network,node,layout,edg
795,VAST 2009 Traffic Mini Challenge: Intuitive analytic information presentation,"Agrawal, S.;Sravanthi, K.;Vadapalli, S.;Karlapalem, K.",2,4,3,10,1,-9.404026,20.33951,2,design,tool,analyt,user,inform
796,VIDI surveillance - embassy monitoring and oversight system,"Jones, C.;Ogawa, M.;Shearer, J.;Tikhonova, A.;Kwan-Liu Ma",5,10,3,4,1,-22.412462,43.436558,5,interact,user,explor,method,view
797,"VIScover: Visualizing, exploring, and analysing structured data","Liebig, T.;Noppens, O.;von Henke, F.",10,6,1,4,5,12.980687,52.080567,10,system,interact,user,inform,explor
798,Visualization of uncertainty and analysis of geographical data,"Wood, J.;Slingsby, A.;Khalili-Shavarini, N.;Dykes, J.;Mountain, D.",4,2,6,9,7,-57.911313,10.548896,4,graph,network,node,layout,edg
799,Visualized subgraph search,"Erdos, D.;Fekete, Z.;Lukacs, A.",10,4,6,2,1,14.54428,44.267726,10,system,interact,user,inform,explor
800,A Framework of Interaction Costs in Information Visualization,"Lam, H.",10,2,9,5,1,2.753568,52.305819,10,system,interact,user,inform,explor
801,Balloon Focus: a Seamless Multi-Focus+Context Method for Treemaps,Ying Tu;Han-Wei Shen,5,4,6,7,3,-35.163185,25.968196,5,interact,user,explor,method,view
802,Cerebral: Visualizing Multiple Experimental Conditions on a Graph with Biological Context,"Barsky, A.;Munzner, T.;Gardy, J.;Kincaid, R.",4,10,9,3,1,-66.996719,-3.653267,4,graph,network,node,layout,edg
803,Distributed Cognition as a Theoretical Framework for Information Visualization,"Zhicheng Liu;Nersessian, N.J.;Stasko, J.",2,3,8,9,10,1.796187,17.471828,2,design,tool,analyt,user,inform
804,Effectiveness of Animation in Trend Visualization,"Robertson, G.;Fernandez, R.;Fisher, D.;Bongshin Lee;Stasko, J.",3,6,5,4,8,-7.870215,-16.466555,3,inform,displai,map,space,color
805,EMDialog: Bringing Information Visualization into the Museum,"Hinrichs, U.;Schmidt, H.;Carpendale, S.",3,10,2,5,1,13.613299,-8.187418,3,inform,displai,map,space,color
806,Evaluating the Use of Data Transformation for Information Visualization,"Zhen Wen;Zhou, M.X.",2,6,3,10,1,1.161371,26.105753,2,design,tool,analyt,user,inform
807,Exploration of Networks using overview+detail with Constraint-based cooperative layout,"Dwyer, T.;Marriott, K.;Schreiber, F.;Stuckey, P.;Woodward, M.;Wybrow, M.",4,5,9,7,1,-62.636573,6.385095,4,graph,network,node,layout,edg
808,Geometry-Based Edge Clustering for Graph Visualization,Weiwei Cui;Hong Zhou;Huamin Qu;Pak Chung Wong;Xiaoming Li,4,7,5,9,8,-63.335973,-1.005193,4,graph,network,node,layout,edg
809,"Graphical Histories for Visualization: Supporting Analysis, Communication, and Evaluation","Heer, J.;Mackinlay, J.;Stolte, C.;Agrawala, M.",2,10,1,3,4,11.770807,21.926917,2,design,tool,analyt,user,inform
810,HiPP: A Novel Hierarchical Point Placement Strategy and its Application to the Exploration of Document Collections,"Paulovich, F.V.;Minghim, R.",5,6,7,8,1,-35.75732,39.212644,5,interact,user,explor,method,view
811,Improving the Readability of Clustered Social Networks using Node Duplication,"Henr, N.;Bezerianos, A.;Fekete, J.",4,2,6,1,3,-63.233574,13.19545,4,graph,network,node,layout,edg
812,Interactive Visual Analysis of Set-Typed Data,"Freiler, W.;Matkovic, K.;Hauser, H.",6,5,1,2,3,-37.009054,-2.177005,6,set,techniqu,larg,present,task
813,Multi-Focused Geospatial Analysis Using Probes,"Butkiewicz, T.;Wenwen Dou;Wartell, Z.;Ribarsky, W.;Chang, R.",10,9,5,3,6,9.991895,61.014834,10,system,interact,user,inform,explor
814,On the Visualization of Social and other Scale-Free Networks,"Yuntao Jia;Hoberock, J.;Garland, M.;Hart, J.C.",4,10,7,8,1,-61.014714,-2.615897,4,graph,network,node,layout,edg
815,Particle-based labeling: Fast point-feature labeling without obscuring other visual features,"Luboschik, M.;Schumann, H.;Cords, H.",3,6,5,8,7,5.606183,-13.24054,3,inform,displai,map,space,color
816,Perceptual Organization in User-Generated Graph Layouts,"van Ham, F.;Rogowitz, B.",4,5,6,2,7,-62.07447,0.177746,4,graph,network,node,layout,edg
817,Rapid Graph Layout Using Space filling Curves,"Muelder, C.;Kwan-Liu Ma",4,8,1,2,3,-57.498352,-0.436704,4,graph,network,node,layout,edg
818,Rolling the Dice: Multidimensional Visual Exploration using Scatterplot Matrix Navigation,"Elmqvist, N.;Dragicevic, P.;Fekete, J.",5,1,2,3,4,-32.25368,51.304057,5,interact,user,explor,method,view
819,Spatially Ordered Treemaps,"Wood, J.;Dykes, J.",4,7,3,8,1,-48.930529,-2.997176,4,graph,network,node,layout,edg
820,Stacked Graphs - Geometry & Aesthetics,"Byron, L.;Wattenberg, M.",4,6,3,1,2,-60.660295,-5.028309,4,graph,network,node,layout,edg
821,The Shaping of Information by Visual Metaphors,"Ziemkiewicz, C.;Kosara, R.",3,10,4,2,5,9.702372,-11.131921,3,inform,displai,map,space,color
822,"The Word Tree, an Interactive Visual Concordance","Wattenberg, M.;Viegas, F.B.",5,6,4,2,3,-18.7916,39.030966,5,interact,user,explor,method,view
823,VisGets: Coordinated Visualizations for Web-based Information Exploration and Discovery,"Dork, M.;Carpendale, S.;Collins, C.;Williamson, C.",3,5,10,1,2,12.035766,-5.568348,3,inform,displai,map,space,color
824,Vispedia: Interactive Visual Exploration of Wikipedia Data via Search-Based Integration,"Chan, B.;Wu, L.;Talbot, J.;Cammarano, M.;Hanrahan, P.",10,6,4,1,2,10.246986,52.658509,10,system,interact,user,inform,explor
825,Visualizing Incomplete and Partially Ranked Data,"Kidwell, P.;Lebanon, G.;Cleveland, W.S.",5,6,8,1,7,-29.650137,31.923159,5,interact,user,explor,method,view
826,Viz-A-Vis: Toward Visualizing Video through Computer Vision,"Romero, M.;Summet, J.;Stasko, J.;Abowd, G.",10,6,9,1,2,20.00816,42.090282,10,system,interact,user,inform,explor
827,Who Votes For What? A Visual Query Language for Opinion Data,"Draper, G.;Riesenfeld, R.F.",5,10,6,2,4,-21.829134,45.133818,5,interact,user,explor,method,view
828,A Comparison of the Perceptual Benefits of Linear Perspective and Physically-Based Illumination for Display of Dense 3D Streamtubes,"Weigle, C.;Banks, D.C.",8,3,6,9,4,63.534157,-6.857005,8,field,flow,vector,method,tensor
829,A Practical Approach to Morse-Smale Complex Computation: Scalability and Generality,"Gyulassy, A.;Bremer, P.-T.;Hamann, B.;Pascucci, V.",7,8,6,1,5,15.109781,-45.333044,7,surfac,method,mesh,algorithm,model
830,AD-Frustum: Adaptive Frustum Tracing for Interactive Sound Propagation,"Chandak, A.;Lauterbach, C.;Taylor, M.;Zhimin Ren;Manocha, D.",7,9,10,1,4,18.572203,-41.462089,7,surfac,method,mesh,algorithm,model
831,An Efficient Naturalness-Preserving Image-Recoloring Method for Dichromats,"Kuhn, G.R.;Oliveira, M.M.;Fernandes, L.A.F.",3,6,1,8,2,-9.830932,-19.645489,3,inform,displai,map,space,color
832,Box Spline Reconstruction On The Face-Centered Cubic Lattice,"Minho Kim;Entezari, A.;Peters, J.",6,1,7,8,4,-24.852852,-5.372699,6,set,techniqu,larg,present,task
833,Brushing of Attribute Clouds for the Visualization of Multivariate Data,"J??nicke, H.;Bottinger, M.;Scheuermann, G.",5,6,3,1,2,-39.617922,42.214337,5,interact,user,explor,method,view
834,Color Design for Illustrative Visualization,"Lujin Wang;Giesen, J.;McDonnell, K.T.;Zolliker, P.;Mueller, K.",2,8,1,10,3,7.792197,9.881424,2,design,tool,analyt,user,inform
835,Continuous Scatterplots,"Bachthaler, S.;Weiskopf, D.",6,8,9,7,3,-21.414386,-9.955742,6,set,techniqu,larg,present,task
836,Direct Volume Editing,"Burger, K.;Kruger, J.;Westermann, R.",1,8,7,5,2,-37.515263,-59.585204,1,volum,render,imag,base,techniqu
837,Edge Groups: An Approach to Understanding the Mesh Quality of Marching Methods,"Dietrich, C.A.;Scheidegger, C.E.;Comba, J.L.D.;Nedel, L.P.;Silva, C.T.",7,1,4,8,2,12.563332,-44.237,7,surfac,method,mesh,algorithm,model
838,Effective visualization of complex vascular structures using a non-parametric vessel detection method,"Joshi, A.;Xiaoning Qian;Dione, D.P.;Bulsara, K.;Breuer, C.;Sinusas, A.J.;Papademetris, X.",6,5,1,7,8,-19.423763,4.039156,6,set,techniqu,larg,present,task
839,Effective Visualization of Short Routes,"Degener, P.;Schnabel, R.;Schwartz, C.;Klein, R.",1,9,2,5,3,-27.636623,-38.369139,1,volum,render,imag,base,techniqu
840,Effects of Video Placement and Spatial Context Presentation on Path Reconstruction Tasks with Contextualized Videos,"Yi Wang;Bowman, D.A.;Krum, D.;Coalho, E.;Smith-Jackson, T.;Bailey, D.;Peck, S.;Anand, S.;Kennedy, T.;Abdrazakov, Y.",2,9,7,10,6,12.204755,10.62197,2,design,tool,analyt,user,inform
841,Estimating Crossing fibers: A Tensor Decomposition Approach,"Schultz, T.;Seidel, H.-P.",6,8,1,9,7,-19.17099,-2.675901,6,set,techniqu,larg,present,task
842,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,"Blaas, J.;Botha, C.P.;Post, F.H.",6,5,1,2,3,-35.69232,-3.150379,6,set,techniqu,larg,present,task
843,Focus+Context Visualization with Distortion Minimization,Yu-Shuen Wang;Tong-Yee Lee;Chiew-Lan Tai,9,7,3,1,2,35.966636,-1.731777,9,model,simul,interact,base,view
844,Generation of Accurate Integral Surfaces in Time-Dependent Vector fields,"Garth, C.;Krishnan, H.;Tricoche, X.;Tricoche, X.;Joy, K.I.",7,8,1,2,3,27.268781,-52.22047,7,surfac,method,mesh,algorithm,model
845,Geodesic Distance-weighted Shape Vector Image Diffusion,Jing Hua;Zhaoqiang Lai;Ming Dong;Xianfeng Gu;Hong Qin,7,8,1,2,3,29.728973,-49.77378,7,surfac,method,mesh,algorithm,model
846,Glyph-Based SPECT Visualization for the Diagnosis of Coronary Artery Disease,"Meyer-Spradow, J.;Stegger, L.;Doring, C.;Ropinski, T.;Hinrichs, K.",3,6,7,5,8,1.85943,-14.341426,3,inform,displai,map,space,color
847,Hypothesis Generation in Climate Research with Interactive Visual Data Exploration,"Kehrer, J.;Ladstadter, F.;Muigg, P.;Doleisch, H.;Steiner, A.;Hauser, H.",5,9,1,2,3,-31.678539,49.500341,5,interact,user,explor,method,view
